number,name,rarity,stage,HP,type,weakness,retreat_cost,ultra_beast,generation,illustrator,pack_name,pack_points,ability_name,ability_effect,move1_name,move1_cost,move1_damage,move1_effect,move2_name,move2_cost,move2_damage,move2_effect,image,url
A1a 067,Blue,◇◇,,,Supporter,,,No,1,Ryuta Fuse,Mythical Island (A1a) Mew,70,,"During your opponent's next turn, all of your Pokemon take -10 damage from attacks from your opponent's Pokemon.",,,,,,,,,https://img.game8.co/4069954/3587b1c03e9f3f08e3f71a94fa0b87a8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491499
A1a 068,Leaf,◇◇,,,Supporter,,,No,3,En Morikura,Mythical Island (A1a) Mew,70,,"During this turn, the Retreat Cost of your Active Pokemon is 2 less.",,,,,,,,,https://img.game8.co/4069953/29125970619597d71cf68dd51a100fcd.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491498
A1a 069,Exeggutor,☆,Stage 1,130,Grass,Fire,3,No,1,Gapao,Mythical Island (A1a) Mew,400,,,Psychic,🟢*️⃣*️⃣*️⃣,80+,This attack does 20 more damage for each Energy attached to your opponent's Active Pokemon.,,,,,https://img.game8.co/4069955/adb25dbcece1c8a2d5dd269cc873d9fd.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491480
A1a 070,Serperior,☆,Stage 2,110,Grass,Fire,2,No,5,rika,Mythical Island (A1a) Mew,400,Jungle Totem,Each Grass Energy attached to your Grass Pokemon provides 2 Grass Energy. This effect doesn't stack.,,,,,Solar Beam,🟢*️⃣*️⃣*️⃣,70,,https://img.game8.co/4069690/fc7d6e7b3ba3dc08985d6590ffe517b6.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491481
A1a 071,Salandit,☆,Basic,60,Fire,Water,1,No,7,Nurikabe,Mythical Island (A1a) Mew,400,,,Venoshock,*️⃣,10+,"If your opponent's Active Pokemon is Poisoned, this attack does 40 more damage.",,,,,https://img.game8.co/4070025/9fed31adf86a4f88c2bef8e1af47a301.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491482
A1a 072,Vaporeon,☆,Stage 1,120,Water,Lightning,2,No,1,aspara,Mythical Island (A1a) Mew,400,Wash Out,"As often as you like during your turn, you may move a Water Energy from 1 of your Benched Water Pokemon to your Active Water Pokemon.",,,,,Wave Splash,🔵*️⃣*️⃣,60,,https://img.game8.co/4070027/c08de1e2b4851cd19bb3f81f7be52980.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491483
A1a 073,Dedenne,☆,Basic,60,Lightning,Fighting,1,No,6,Yuu Nishida,Mythical Island (A1a) Mew,400,,,Thunder Shock,🟡,10,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,,,,https://img.game8.co/4069688/ee346a491d7b3b9ef01c742b8e02e633.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491484
A1a 074,Marshadow,☆,Basic,80,Fighting,Psychic,1,No,7,OKACHEKE,Mythical Island (A1a) Mew,400,,,Revenge,🟤*️⃣,40+,"If any of your Pokemon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 60 more damage.",,,,,https://img.game8.co/4070034/ba321b5b3b504ff4b15e5df43a03134a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491485
A1a 075,Celebi ex,☆☆,Basic,130,Grass,Fire,1,No,2,PLANETA CG Works,Mythical Island (A1a) Mew,1250,,,Powerful Bloom,🟢*️⃣,50x,Flip a coin for each Energy attached to this Pokemon. This attack does 50 damage for each heads.,,,,,https://img.game8.co/4070035/f112ad84f59bc92fef5ec628b76e5ca8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491486
A1a 076,Gyarados ex,☆☆,Stage 1,180,Water,Lightning,3,No,1,PLANETA CG Works,Mythical Island (A1a) Mew,1250,,,Rampaging Whirlpool,🔵🔵🔵*️⃣,140,Discard a random Energy from among the Energy attached to all Pokemon (both yours and your opponent's).,,,,,https://img.game8.co/4070029/e29f97f7cba8bc42f9f21d74a21716a1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491487
A1a 077,Mew ex,☆☆,Basic,130,Psychic,Darkness,1,No,1,PLANETA CG Works,Mythical Island (A1a) Mew,1250,,,Psyshot,🟣,20,,Genome Hacking,*️⃣*️⃣*️⃣,,Choose 1 of your opponent's Active Pokemon's attacks and use it as this attack.,https://img.game8.co/4070031/b2dd5b8053980a0e08cd1bc8e7937909.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491488
A1a 078,Aerodactyl ex,☆☆,Stage 1,140,Fighting,Lightning,1,No,1,PLANETA CG Works,Mythical Island (A1a) Mew,1250,Primeval Law,Your opponent can't play any Pokemon from their hand to evolve their Active Pokemon.,,,,,Land Crush,🟤*️⃣,80,,https://img.game8.co/4070032/534a6155ef7f5e6dc84461d97ac0cb93.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491489
A1a 079,Pidgeot ex,☆☆,Stage 2,170,Colorless,Lightning,1,No,1,PLANETA CG Works,Mythical Island (A1a) Mew,1250,,,Scattering Cyclone,*️⃣*️⃣*️⃣,80+,This attack does 20 more damage for each of your opponent's Benched Pokemon.,,,,,https://img.game8.co/4069691/8b402d12fb07dc8e7e20ad9b43e913b1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491490
A1a 080,Budding Expeditioner,☆☆,,,Supporter,,,No,,Yuu Nishida,Mythical Island (A1a) Mew,1250,,Put your Mew ex in the Active Spot into your hand.,,,,,,,,,https://img.game8.co/4070036/017579c61bbe589c3e42afcd249be873.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491497
A1a 081,Blue,☆☆,,,Supporter,,,No,1,Ryuta Fuse,Mythical Island (A1a) Mew,1250,,"During your opponent's next turn, all of your Pokemon take -10 damage from attacks from your opponent's Pokemon.",,,,,,,,,https://img.game8.co/4070033/0b25786513c8f9513a4e5429e550f5be.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491496
A1a 082,Leaf,☆☆,,,Supporter,,,No,3,En Morikura,Mythical Island (A1a) Mew,1250,,"During this turn, the Retreat Cost of your Active Pokemon is 2 less.",,,,,,,,,https://img.game8.co/4070024/fb431690e70d55df20af595b16d795ad.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491495
A1a 083,Mew ex,☆☆,Basic,130,Psychic,Darkness,1,No,1,HYOGONOSUKE,Mythical Island (A1a) Mew,1250,,,Psyshot,🟣,20,,Genome Hacking,*️⃣*️⃣*️⃣,,Choose 1 of your opponent's Active Pokemon's attacks and use it as this attack.,https://img.game8.co/4070028/aa9321a170d1a25bfadf2cdb3eeb1670.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491491
A1a 084,Aerodactyl ex,☆☆,Stage 1,140,Fighting,Lightning,1,No,1,danciao,Mythical Island (A1a) Mew,1250,Primeval Law,Your opponent can't play any Pokemon from their hand to evolve their Active Pokemon.,,,,,Land Crush,🟤*️⃣,80,,https://img.game8.co/4070037/885ac9843a42334177c4d8411d4e1f85.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491492
A1a 085,Celebi ex,☆☆☆,Basic,130,Grass,Fire,1,No,2,kantaro,Mythical Island (A1a) Mew,1500,,,Powerful Bloom,🟢*️⃣,50x,Flip a coin for each Energy attached to this Pokemon. This attack does 50 damage for each heads.,,,,,https://img.game8.co/4070030/d0844fbaecfa521730b5c24cdc6691f3.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491493
A1a 086,Mew ex,♛,Basic,130,Psychic,Darkness,1,No,1,PLANETA CG Works,Mythical Island (A1a) Mew,2500,,,Psyshot,🟣,20,,Genome Hacking,*️⃣*️⃣*️⃣,,Choose 1 of your opponent's Active Pokemon's attacks and use it as this attack.,https://img.game8.co/4070026/d9211064c06728cbdbfc2a6b06e75d6b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/491494
A2 001,Oddish,◇,Basic,60,Grass,Fire,1,No,1,Asako Ito,Space-Time Smackdown (A2) Any,35,,,Blot,🟢,10,Heal 10 damage from this Pokemon.,,,,,https://img.game8.co/4093086/441a7888acceba424ca0fe8125d4316b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496840
A2 002,Gloom,◇,Stage 1,80,Grass,Fire,2,No,1,Shibuzoh.,Space-Time Smackdown (A2) Any,35,,,Razor Leaf,🟢,30,,,,,,https://img.game8.co/4093089/9d63eab2d0a7a3b25cc96bb1548dcc0f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496841
A2 003,Bellossom,◇◇,Stage 2,130,Grass,Fire,1,No,2,Naoyo Kimura,Space-Time Smackdown (A2) Any,70,,,Leaf Step,🟢🟢,80,,,,,,https://img.game8.co/4093091/03512aa89710d5cc1c2c91643c0eb5b5.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496842
A2 004,Tangela,◇,Basic,70,Grass,Fire,1,No,1,Narumi Sato,Space-Time Smackdown (A2) Dialga,35,,,Vine Whip,🟢*️⃣,30,,,,,,https://img.game8.co/4093085/efd5f2266a60d644249d02935fd7cb3c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496678
A2 005,Tangrowth,◇◇,Stage 1,130,Grass,Fire,3,No,4,kodama,Space-Time Smackdown (A2) Dialga,70,,,Mega Drain,🟢🟢🟢*️⃣,90,Heal 30 damage from this Pokemon.,,,,,https://img.game8.co/4093083/ec86c59047c59c4d5a4d640d750641fc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496679
A2 006,Yanma,◇,Basic,50,Grass,Lightning,1,No,2,Eri Yamaki,Space-Time Smackdown (A2) Dialga,35,,,Flap,*️⃣,20,,,,,,https://img.game8.co/4093084/0efcc63be400b5777a35c7d8d4871160.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496680
A2 007,Yanmega ex,◇◇◇◇,Stage 1,140,Grass,Lightning,1,No,4,PLANETA Tsuji,Space-Time Smackdown (A2) Dialga,500,,,Air Slash,*️⃣*️⃣*️⃣,120,Discard a random Energy from this Pokemon.,,,,,https://img.game8.co/4093088/30bdff742ef2b19412f58dd0aeaaae71.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496681
A2 008,Roselia,◇,Basic,70,Grass,Fire,1,No,3,kirisAki,Space-Time Smackdown (A2) Any,35,,,Sting,🟢,20,,,,,,https://img.game8.co/4093090/1b489ce361e21807403cb27ae6d54918.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496843
A2 009,Roserade,◇◇,Stage 1,100,Grass,Fire,2,No,4,Masakazu Fukuda,Space-Time Smackdown (A2) Any,70,,,Poisonous Whip,🟢*️⃣,50,Your opponent's Active Pokemon is now Poisoned.,,,,,https://img.game8.co/4093087/c0c56d6982b218ca66fa368f822da730.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496844
A2 010,Turtwig,◇,Basic,80,Grass,Fire,2,No,4,OOYAMA,Space-Time Smackdown (A2) Palkia,35,,,Bite,🟢*️⃣,30,,,,,,https://img.game8.co/4088362/d0cda7a77936725eb29ca20ba9deb066.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496759
A2 011,Grotle,◇◇,Stage 1,100,Grass,Fire,3,No,4,Sumiyoshi Kizuki,Space-Time Smackdown (A2) Palkia,70,,,Razor Leaf,🟢🟢*️⃣,60,,,,,,https://img.game8.co/4093094/6f777e102ffd24b855b74b9456f11052.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496760
A2 012,Torterra,◇◇◇,Stage 2,160,Grass,Fire,4,No,4,kawayoo,Space-Time Smackdown (A2) Palkia,150,,,Frenzy Plant,🟢🟢*️⃣*️⃣,150,"During your next turn, this Pokemon can't use Frenzy Plant.",,,,,https://img.game8.co/4093096/1cadebb1fc1444e1ef17b531f4e25fd8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496761
A2 013,Kricketot,◇,Basic,60,Grass,Fire,1,No,4,Shigenori Negishi,Space-Time Smackdown (A2) Palkia,35,,,Bug Bite,🟢,20,,,,,,https://img.game8.co/4093099/46c07ac0ebed330b0e236411be04c51d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496762
A2 014,Kricketune,◇,Stage 1,90,Grass,Fire,1,No,4,Naoyo Kimura,Space-Time Smackdown (A2) Palkia,35,,,Entrancing Melody,🟢*️⃣,50,Your opponent's active Pokemon is now Confused.,,,,,https://img.game8.co/4093098/b6da30417660d2988af15005309e5e57.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496763
A2 015,Burmy,◇,Basic,60,Grass,Fire,1,No,4,Mugi Hamada,Space-Time Smackdown (A2) Any,35,,,Tackle,*️⃣,10,,,,,,https://img.game8.co/4093093/1fc95e7eb03096a34cfa4f4e3d7d5993.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496845
A2 016,Wormadam,◇,Stage 1,120,Grass,Fire,2,No,4,Kouki Saitou,Space-Time Smackdown (A2) Any,35,,,Leaf Cutter,🟢*️⃣*️⃣,60+,"Flip a coin. If heads, this attack does 30 more damage.",,,,,https://img.game8.co/4093092/451ee6463dd7607a1de7ccc3746072ca.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496846
A2 017,Combee,◇,Basic,50,Grass,Fire,1,No,4,Yukiko Baba,Space-Time Smackdown (A2) Dialga,35,,,Call for Family,*️⃣,,Put 1 random Basic Pokemon from your deck onto your Bench.,,,,,https://img.game8.co/4093101/d26deae27e8e3dfc488e1cb535316d5d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496682
A2 018,Vespiquen,◇◇,Stage 1,100,Grass,Fire,2,No,4,chibi,Space-Time Smackdown (A2) Dialga,70,,,Pierce,🟢🟢,70,,,,,,https://img.game8.co/4093097/15ed495fc2933a2fa00bccfd38ffb6ab.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496683
A2 019,Carnivine,◇◇,Basic,90,Grass,Fire,1,No,4,Anesaki Dynamic,Space-Time Smackdown (A2) Palkia,70,,,Flog,🟢🟢*️⃣,40+,"Flip a coin. If heads, this attack does 50 more damage.",,,,,https://img.game8.co/4093095/07c2ceb8da11b058b16abca80bb750b5.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496764
A2 020,Leafeon,◇◇◇,Stage 1,90,Grass,Fire,1,No,4,Kouki Saitou,Space-Time Smackdown (A2) Dialga,150,,,Leafy Cyclone,🟢*️⃣,90,"During your next turn, this Pokémon can’t attack.",,,,,https://img.game8.co/4093100/973694a153e11ba963d8011de130b5e1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496684
A2 021,Mow Rotom,◇,Basic,80,Grass,Fire,1,No,4,kawayoo,Space-Time Smackdown (A2) Any,35,,,Energy Cutoff,🟢*️⃣,30,"Flip a coin. If heads, discard a random Energy from your opponent’s Active Pokémon.",,,,,https://img.game8.co/4093104/6220ac503e478f6a14a6c0fb6cc6b2b8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496847
A2 022,Shaymin,◇◇◇,Basic,60,Grass,Fire,1,No,4,Narumi Sato,Space-Time Smackdown (A2) Dialga,150,Fragrant Flower Garden,"Once during your turn, you may heal 10 damage from each of your Pokémon.",,,,,Flop,🟢*️⃣,30,"Once during your turn, you may heal 10 damage from each of your Pokémon.",https://img.game8.co/4093108/417b37748fce84ec74e49a9f38dc8f1a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496685
A2 023,Magmar,◇,Basic,80,Fire,Water,2,No,1,Hiroki Asanuma,Space-Time Smackdown (A2) Palkia,35,,,Stoke,🔴,,Take a Fire Energy from your Energy Zone and attatch it to this Pokemon.,,,,,https://img.game8.co/4093102/97a7ba36eb9d1ccb90ef15b10a958506.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496765
A2 024,Magmortar,◇◇◇,Stage 1,130,Fire,Water,3,No,4,KEIICHIRO ITO,Space-Time Smackdown (A2) Palkia,150,,,Bursting Inferno,🔴🔴🔴🔴,100,Your opponent's Active Pokemon is now Burned.,,,,,https://img.game8.co/4093106/44700cb5e623cc319d521a1a2ff4b915.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496766
A2 025,Slugma,◇,Basic,70,Fire,Water,2,No,2,Naoyo Kimura,Space-Time Smackdown (A2) Any,35,,,Flare,🔴,20,,,,,,https://img.game8.co/4093110/0bbf918dd32ea9fdd71db45355d3591e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496848
A2 026,Magcargo,◇◇,Stage 1,120,Fire,Water,3,No,2,Oswaldo KATO,Space-Time Smackdown (A2) Any,70,,,Searing Flame,🔴*️⃣,20,Your opponent's Active Pokemon is now Burned.,,,,,https://img.game8.co/4093103/4ede50e62e9568b31ed56dfccdb575d6.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496849
A2 027,Chimchar,◇,Basic,60,Fire,Water,1,No,4,Kagemaru Himeno,Space-Time Smackdown (A2) Palkia,35,,,Scratch,🔴,20,,,,,,https://img.game8.co/4088350/ee0e1127bdde13cb9e523aa7923b47f4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496767
A2 028,Monferno,◇◇,Stage 1,80,Fire,Water,1,No,4,Masakazu Fukuda,Space-Time Smackdown (A2) Palkia,70,,,Fiery Punch,🔴,30,,,,,,https://img.game8.co/4093107/ccfc507262c60cb90718ad05612661ab.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496768
A2 029,Infernape ex,◇◇◇◇,Stage 2,170,Fire,Water,0,No,4,PLANETA CG Works,Space-Time Smackdown (A2) Palkia,500,,,Flare Blitz,🔴🔴,140,Discard all Fire Energy from this Pokemon.,,,,,https://img.game8.co/4093105/7e3ae58d0cb7846f87422575bdb1822e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496769
A2 030,Heat Rotom,◇,Basic,80,Fire,Water,1,No,4,Kedamahadaitai Yawarakai,Space-Time Smackdown (A2) Any,35,,,Heat Breath,🔴*️⃣,30+,"Flip a coin. If heads, this attack does 30 more damage.",,,,,https://img.game8.co/4093109/5f0a5acdb6cbbda3953124b3f6a3c74e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496850
A2 031,Swinub,◇,Basic,60,Water,Metal,2,No,2,Eri Yamaki,Space-Time Smackdown (A2) Dialga,35,,,Headbutt,🔵*️⃣,40,,,,,,https://img.game8.co/4093114/4ed9145736d285db42d71ea77d1da538.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496686
A2 032,Piloswine,◇◇,Stage 1,110,Water,Metal,3,No,2,Suwama Chiaki,Space-Time Smackdown (A2) Dialga,70,Thick Fat,This Pokémon takes −20 damage from attacks from Fire or Water Pokémon.,,,,,Hammer In,🔵🔵*️⃣,60,,https://img.game8.co/4093118/5485cb025e54042e6c804fb14d7c05b3.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496687
A2 033,Mamoswine,◇◇◇,Stage 2,160,Water,Metal,4,No,4,match,Space-Time Smackdown (A2) Dialga,150,Thick Fat,This Pokémon takes −30 damage from attacks from Fire or Water Pokémon.,,,,,Frosty Flattening,🔵🔵*️⃣*️⃣,120,,https://img.game8.co/4093116/11f4344d416a14889fdf71874bcb6ca1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496688
A2 034,Regice,◇◇,Basic,110,Water,Metal,2,No,3,Tomokazu Komiya,Space-Time Smackdown (A2) Palkia,70,,,Frost Smash,🔵🔵,50,,,,,,https://img.game8.co/4093117/ebac3c136ac64646a65a58bce30d87ca.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496770
A2 035,Piplup,◇,Basic,60,Water,Lightning,1,No,4,Hajime Kusajima,Space-Time Smackdown (A2) Palkia,35,,,Nap,*️⃣,,Heal 20 damage from this Pokémon.,,,,,https://img.game8.co/4088366/6cc158c6c97da0a8764962523e078ec3.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496771
A2 036,Prinplup,◇◇,Stage 1,90,Water,Lightning,1,No,4,Mizue,Space-Time Smackdown (A2) Palkia,70,,,Surf,🔵*️⃣,30,,,,,,https://img.game8.co/4093111/88e3e93b252afe018824d6cd2a1d7607.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496772
A2 037,Empoleon,◇◇◇,Stage 2,150,Water,Lightning,2,No,4,Satoshi Shirai,Space-Time Smackdown (A2) Palkia,150,,,Aqua Jet,🔵🔵*️⃣,80,This attack also does 30 damage to 1 of your opponent’s Benched Pokémon.,,,,,https://img.game8.co/4093115/2784bf32979052ef4d008310732bbdc6.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496773
A2 038,Buizel,◇,Basic,60,Water,Lightning,1,No,4,OKUBO,Space-Time Smackdown (A2) Any,35,,,Water Gun,🔵,20,,,,,,https://img.game8.co/4093112/8bffd31b69763d9379035d009efb58d5.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496851
A2 039,Floatzel,◇◇,Stage 1,90,Water,Lightning,1,No,4,Kanako Eo,Space-Time Smackdown (A2) Any,70,,,Jet Screw,🔵,30+,"Flip a coin. If heads, this attack does 30 more damage.",,,,,https://img.game8.co/4093113/3640f462664d6bff4c101427a5cab87e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496852
A2 040,Shellos,◇,Basic,70,Water,Lightning,2,No,4,Teeziro,Space-Time Smackdown (A2) Palkia,35,,,Mud-Slap,🔵*️⃣,30,,,,,,https://img.game8.co/4093119/f0082469047bfbc68d2a47a6a3e9852d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496774
A2 041,Gastrodon,◇◇,Stage 1,120,Water,Lightning,3,No,4,Aya Kusube,Space-Time Smackdown (A2) Palkia,70,,,Muddy Water,🔵*️⃣*️⃣,60,This attack also does 20 damage to 1 of your opponent’s Benched Pokémon.,,,,,https://img.game8.co/4093122/f284d962a68d37450a84c832ec18858c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496775
A2 042,Finneon,◇,Basic,50,Water,Lightning,1,No,4,Shigenori Negishi,Space-Time Smackdown (A2) Any,35,,,Elegant Swim,🔵,10,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from—and effects of—attacks done to this Pokémon.",,,,,https://img.game8.co/4093127/ce7c8e28fb5958308fe0258331ba6093.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496853
A2 043,Lumineon,◇◇,Stage 1,90,Water,Lightning,1,No,4,rika,Space-Time Smackdown (A2) Any,70,,,Waterfall,🔵,50,,,,,,https://img.game8.co/4093125/6cbc7d2b7ea76574145eee6e2d221313.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496854
A2 044,Snover,◇,Basic,70,Water,Metal,2,No,4,match,Space-Time Smackdown (A2) Any,35,,,Ice Shard,🔵,10+,"If your opponent’s Active Pokémon is a Fighting Pokémon, this attack does 30 more damage.",,,,,https://img.game8.co/4093121/9fb97637fa4785ef19f5e77d5513399e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496855
A2 045,Abomasnow,◇◇,Stage 1,140,Water,Metal,4,No,4,Shin Nagasawa,Space-Time Smackdown (A2) Any,70,,,Frost Breath,🔵🔵🔵*️⃣,120,,,,,,https://img.game8.co/4093120/572913ce14df24d113e660452a20c2fc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496856
A2 046,Glaceon,◇◇◇,Stage 1,90,Water,Metal,1,No,4,Naoyo Kimura,Space-Time Smackdown (A2) Palkia,150,,,Ice Beam,🔵🔵,60,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",,,,,https://img.game8.co/4093123/2b7ed57518230b075cea0690ea0f6da4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/496776
